,title,title-length,article,article-length,category,source
1619,Healey targets England comeback,4,"['leicest', 'wing', 'austin', 'healey', 'hope', 'use', ""sunday'"", 'return', 'heineken', 'cup', 'clash', 'wasp', 'springboard', 'england', 'recal', 'nation', 'healey', 'won', 'cap', 'prior', 'world', 'cup', 'ha', 'good', 'form', 'tiger', 'resurg', 'thi', 'season', 'definit', 'ambit', 'play', 'england', 'healey', 'told', 'happen', 'previou', 'autumn', 'test', 'look', 'current', 'squad', 'definit', 'feel', 'place', 'healey', 'ha', 'play', 'half-back', 'posit', 'full-back', 'dure', 'hi', 'career', 'ha', 'revert', 'wing', 'won', 'hi', 'england', 'cap', 'recov', 'trap', 'nerv', 'hi', 'sustain', 'end', 'septemb', 'year-old', 'relish', 'hi', 'role', 'tiger', 'reviv', 'week', 'fortun', 'resum', 'sort', 'form', 'befor', 'basic', 'play', 'best', 'suit', 'leicest', 'obvious', 'play', 'scrum-half', 'fly-half', 'full-back', ""moment'"", 'notic', 'play', 'wing', 'actual', 'bigger', 'free', 'role', 'come', 'expect', 'influenc', 'thing', 'ha', 'appar', 'wasps-leicest', 'trilog', 'recent', 'week', 'healey', 'came', 'hi', 'flank', 'angl', 'run', 'score', 'injury-tim', 'tri', 'earn', 'tiger', 'draw', 'premiership', 'meet', 'novemb', 'heineken', 'cup', 'doubl', 'header', 'sunday', 'healey', 'slot', 'stand-off', 'deliv', 'superb', 'cross-kick', 'martin', 'corri', 'score', 'tiger', 'tri', 'caught', ""cozza'"", 'eye', 'coupl', 'phase', 'befor', 'wa', 'hope', 'fortun', 'bounc', 'manag', 'score', 'healey', 'recal', 'healey', 'twice', 'heineken', 'cup', 'winner', 'believ', ""sunday'"", 'match', 'wa', 'biggest', 'club', 'contest', 'ha', 'play', 'wa', 'veri', 'intens', 'occas', 'veri', 'destruct', 'game', 'recal', 'wa', 'huge', 'rugbi', 'play', 'wa', 'great', 'game', 'involv', 'minut', 'thought', 'stride', 'away', 'wasp', 'realli', 'came', 'coupl', 'minut', 'gone', 'way', 'outcom', 'thi', 'sunday', 'leicest', 'pole', 'posit', 'heineken', 'pool', 'home', 'game', 'biarritz', 'away', 'trip', 'calvisano', 'come', 'healey', 'insist', 'tiger', 'summon', 'desir', 'deliv', 'knockout', 'blow', 'ha', 'dub', ""rugby'"", 'version', 'rocki', 'ii', 'wa', 'lot', 'satisfact', 'dress', 'room', 'afteward', 'realli', 'onli', 'case', 'job', 'half', 'wa', 'two-leg', 'trip', 'lose', 'welford', 'road', 'negat', 'posit', 'result', 'think', 'came', 'want', 'end', 'think', 'did', 'got', 'desir', 'thi', 'week']",539,sports,bbc-data/sport/391.txt
1620,Bortolami predicts dour contest,4,"['itali', 'skipper', 'marco', 'bortolami', 'believ', ""saturday'"", 'nation', 'contest', 'scotland', 'scrappi', 'encount', 'look', 'win', 'championship', 'third-round', 'game', 'murrayfield', 'ha', 'wooden-spoon', 'decid', 'bortolami', 'feel', 'edinburgh', 'contest', 'end', 'bruis', 'battl', 'pack', 'pretti', 'game', 'becaus', 'team', 'desper', 'gain', 'win', 'lock', 'forward', 'itali', 'onli', 'record', 'win', 'sinc', 'join', 'nation', 'come', 'scotland', 'thi', 'year', 'itali', 'open', 'stubborn', 'display', 'ireland', 'end', 'lose', 'howev', 'thoroughli', 'outplay', 'impress', 'welsh', 'rome', 'time', 'italian', 'travel', 'edinburgh', 'hope', 'claim', 'away', 'win', 'nation', 'scotland', 'play', 'extrem', 'franc', 'pari', 'ireland', 'came', 'edinburgh', 'bortolami', 'veri', 'disappoint', 'game', 'wale', 'rome', 'thoroughli', 'determin', 'right', 'wrong', 'nation', 'quest', 'respect', 'team', 'worthi', 'place', 'thi', 'tournament', 'onli', 'thi', 'win', 'game']",215,sports,bbc-data/sport/408.txt
1621,O'Connor aims to grab opportunity,5,"['johnni', ""o'connor"", 'determin', 'make', 'big', 'impress', 'make', 'hi', 'rb', 'nation', 'debut', 'ireland', 'scotland', 'saturday', 'wasp', 'flanker', 'replac', 'deni', 'leami', ""o'connor"", 'know', 'munster', 'man', 'push', 'hard', 'recal', 'follow', 'game', 'england', 'hors', 'cours', 'select', 'realli', ""o'connor"", 'lot', 'competit', 'just', 'drag', 'heel', 'pick', 'look', 'definit', 'head-to-head', 'battl', 'year-old', 'leami', 'stone', 'heavier', ""o'connor"", 'number', 'seven', 'role', 'world', 'champion', 'nonetheless', ""o'connor"", 'current', 'concern', 'make', 'impress', 'win', 'hi', 'cap', 'miss', 'italian', 'game', 'wa', 'disappoint', 'certainli', 'dwell', 'thing', 'parcel', 'rugbi', 'deni', 'ha', 'play', 'realli', 'deserv', 'hi', 'opportun', 'good', 'situat', 'good', 'player', 'push', 'place', ""o'connor"", 'celebr', 'hi', 'th', 'birthday', 'wednesday', 'wa', 'tout', 'wasp', 'director', 'rugbi', 'warren', 'gatland', 'possibl', 'lion', 'test', 'opensid', 'far', 'septemb', 'hi', 'reput', 'breakdown', 'scaveng', 'heavi', 'hitter', 'ha', 'seen', 'come', 'forefront', ""o'sullivan'"", 'mind', 'scottish', 'tussl', ""o'connor"", 'situat', 'deck', 'ref', 'new', 'law', 'come', 'obvious', 'breakdown', 'big', 'pitch', 'hope', 'hold', 'influenc', 'veri', 'solid', 'scottish', 'pack', ""o'connor"", 'win', 'hi', 'cap', 'make', 'hi', 'debut', 'victori', 'south', 'africa', 'novemb']",296,sports,bbc-data/sport/420.txt
1622,England 'to launch ref protest',5,"['england', 'protest', 'intern', 'rugbi', 'board', 'irb', ""referee'"", 'perform', 'defeat', 'ireland', 'report', 'daili', 'mail', 'england', 'coach', 'andi', 'robinson', 'ha', 'ex-intern', 'refere', 'colin', 'high', 'steve', 'lander', 'analys', 'sever', 'jonathan', ""kaplan'"", 'decis', 'want', 'tape', 'colin', 'steve', 'robinson', 'told', 'daili', 'mail', 'want', 'speak', 'irb', 'think', 'onli', 'wa', 'refere', 'high', 'rugbi', 'footbal', ""union'"", 'refere', 'manag', 'claim', 'kaplan', 'major', 'error', 'chang', 'outcom', ""sunday'"", 'match', 'england', 'beaten', 'irish', 'dublin', 'straight', 'defeat', 'nation', 'intern', 'rugbi', 'board', 'disappoint', 'high', 'told', 'daili', 'mail', 'jonathan', 'kaplan', 'world', 'intern', 'perform', 'accept', 'zurich', 'premiership', 'refere', 'backsid', 'kick', 'make', 'appoint', 'ani', 'english', 'refere', 'refere', 'european', 'match', 'inquest', 'question', 'someon', 'perform', 'pull', 'game']",205,sports,bbc-data/sport/346.txt
1623,Wood - Ireland can win Grand Slam,7,"['captain', 'keith', 'wood', 'believ', 'ireland', 'win', 'onli', 'second', 'grand', 'slam', 'sinc', 'thi', ""year'"", 'rb', 'nation', 'championship', 'claim', 'tripl', 'crown', 'year', 'season', 'wood', 'tip', 'hi', 'team-mat', 'better', 'thing', 'build', 'past', 'year', 'think', 'thi', 'year', 'ireland', 'told', 'sport', 'great', 'chanc', 'win', 'grand', 'slam', 'lot', 'thing', 'favour', 'england', 'franc', 'home', 'ireland', 'finish', 'runners-up', 'time', 'includ', 'year', 'sinc', 'old', 'nation', 'becam', 'finish', 'outsid', 'past', 'year', 'despit', 'flanker', 'keith', 'gleeson', 'coach', 'eddi', ""o'sullivan"", 'ha', 'contend', 'sort', 'casualti', 'list', 'hit', 'england', 'scotland', 'particular', 'prior', 'tournament', 'ireland', 'win', 'need', 'stay', 'rel', 'injuri', 'free', 'fortun', 'team', 'far', 'wood', 'tough', 'need', 'luck', 'opportun', 'come', 'way', ""ireland'"", 'game', 'tournament', 'wale', 'cardiff', 'fixtur', 'lost', 'sinc', 'despit', 'tradit', 'hospit', 'irish', 'visit', 'wood', 'believ', 'wale', 'end', 'four-match', 'lose', 'run', 'england', 'cardiff', 'mani', 'major', 'england', 'player', 'retir', 'year', 'injur', 'think', 'veri', 'hard', 'cardiff', 'wood', 'wale', 'brilliant', 'game', 'year', 'lost', 'time', 'right', 'beat', 'major', 'team']",310,sports,bbc-data/sport/352.txt
1624,Henman hopes ended in Dubai,5,"['seed', 'tim', 'henman', 'slump', 'straight', 'set', 'defeat', 'hi', 'rain-interrupt', 'dubai', 'open', 'quarter-fin', 'ivan', 'ljubic', 'croatian', 'eighth', 'seed', 'book', 'hi', 'place', 'victori', 'british', 'number', 'henman', 'look', 'cours', 'level', 'match', 'second', 'set', 'hi', 'progress', 'wa', 'halt', 'rain', 'interven', 'ljubic', 'hit', 'break', 'seal', 'fourth', 'straight', 'win', 'henman', 'earlier', 'day', 'spanish', 'fifth', 'seed', 'tommi', 'robredo', 'secur', 'hi', 'semi-fin', 'place', 'beat', 'nicola', 'kiefer', 'germani', 'afterward', 'henman', 'wa', 'left', 'curs', 'weather', 'umpir', 'seven', 'break', 'rain', 'dure', 'match', 'wa', 'incred', 'frustrat', 'henman', 'rain', 'umpir', 'control', 'kept', 'tell', 'play', 'till', 'end', 'game', 'rain', 'come', ""score'"", 'irrelev', 'frustrat', 'wa', 'veri', 'happi', 'form', 'expect', 'thi', 'desert']",180,sports,bbc-data/sport/434.txt
1625,Scots suffer another injury blow,5,"[""scotland'"", 'row', 'crisi', 'ha', 'worsen', 'ahead', 'rb', 'nation', 'news', 'scott', 'gray', 'miss', 'open', 'match', 'border', 'flanker', 'ha', 'knee', 'injuri', 'join', 'donni', 'macfadyen', 'allist', 'hogg', 'sidelin', 'star', 'number', 'simon', 'taylor', 'miss', 'game', 'damag', 'ankl', 'dure', 'hi', 'comeback', 'scott', 'macleod', 'ankl', 'ligament', 'jon', 'petri', 'cartilag', 'doubt', 'open', 'pari', 'februari', 'gray', 'won', 'hi', 'cap', 'australia', 'murrayfield', 'year', 'wa', 'hurt', 'club', 'action', 'weekend', 'scotland', 'doctor', 'jame', 'robson', 'scan', 'ha', 'shown', 'damag', 'medial', 'ligament', ""scott'"", 'right', 'knee', 'rule', 'championship', 'seek', 'specialist', 'advic', 'cours', 'determin', 'just', 'long', 'scott', 'anoth', 'potenti', 'option', 'glasgow', 'flanker', 'andrew', 'wilson', 'ha', 'rule', 'month', 'damag', 'ligament', 'knee', 'northampton', 'recent', 'flanker', 'jason', 'white', 'prop', 'tom', 'smith', 'suffer', 'flu', 'miss', 'thi', ""week'"", 'train', 'session', 'got', 'plenti', 'good', 'young', 'player', 'come', 'got', 'look', 'opportun', 'repres', 'neg', 'william', 'william', 'turn', 'edinburgh', 'pair', 'alasdair', 'strokosch', 'simon', 'cross', 'leed', 'tyke', 'flanker', 'jon', 'dunbar', 'train', 'squad', 'await', 'verif', 'hi', 'elig', 'qualifi', 'scotland']",253,sports,bbc-data/sport/353.txt
1626,Mirza shocks Kuznetsova,3,"['sania', 'mirza', 'continu', 'remark', 'rise', 'victori', 'open', 'champion', 'svetlana', 'kuznetsova', 'dubai', 'championship', 'tuesday', 'year-old', 'indian', 'alreadi', 'huge', 'star', 'home', 'countri', 'won', 'deliri', 'crowd', 'wa', ""mirza'"", 'sixth', 'straight', 'victori', 'follow', 'wta', 'tournament', 'win', 'hyderabad', 'month', 'earlier', 'daniela', 'hantuchova', 'built', 'improv', 'form', 'win', 'sixth', 'seed', 'alicia', 'molik', 'mirza', 'need', 'attent', 'ankl', 'injuri', 'second', 'game', 'kuznetsova', 'quickli', 'slip', 'stage', 'dramat', 'comeback', 'thrill', 'larg', 'indian', 'conting', 'crowd', 'realli', 'expect', 'ankl', 'turn', 'mirza', 'play', 'great', 'match', 'think', 'crowd', 'did', 'knew', 'play', 'all-round', 'game', 'happen', 'did', 'everyth', 'miss', 'ball', 'know', 'happen', 'mirza', 'play', 'silvia', 'farina', 'elia', 'jelena', 'jankov', 'hantuchova', 'ha', 'risen', 'world', 'turn', 'year', 'number', 'reach', 'quarter-fin', 'semi-fin', 'event', 'wa', 'tough', 'first-round', 'match', 'glad', 'come', 'hantuchova', 'wa', 'serv', 'just', 'decid', 'hang', 'fight', 'slovakian', 'meet', 'elena', 'likhovtseva', 'second', 'round', 'russian', 'struggl', 'past', 'tunisian', 'wild', 'card', 'selima', 'sfar', 'likhovtseva', 'need', 'match', 'point', 'befor', 'sfar', 'got', 'point', 'penalti', 'swear', 'set', 'seventh', 'seed', 'nathali', 'dechi', 'elena', 'bovina', 'first-round', 'winner', 'tuesday']",288,sports,bbc-data/sport/435.txt
1627,Henman overcomes rival Rusedski,4,"['tim', 'henman', 'save', 'match', 'point', 'befor', 'fight', 'defeat', 'british', 'rival', 'greg', 'rusedski', 'dubai', 'tenni', 'championship', 'tuesday', 'world', 'number', 'rusedski', 'broke', 'ninth', 'game', 'tight', 'open', 'set', 'rusedski', 'match', 'point', 'second', 'set', 'tie-break', 'henman', 'double-fault', 'miss', 'hi', 'chanc', 'henman', 'ralli', 'clinch', 'set', 'british', 'number', 'hi', 'superior', 'strength', 'decid', 'earn', 'hi', 'sixth', 'win', 'rusedski', 'serv', 'wa', 'held', 'player', 'alarm', 'seventh', 'game', 'final', 'set', ""rusedski'"", 'wild', 'volley', 'gave', 'henman', 'vital', 'break', 'furiou', 'rusedski', 'slam', 'hi', 'racket', 'ground', 'disgust', 'wa', 'warn', 'umpir', 'henman', 'seed', 'held', 'hi', 'serv', 'comfort', 'thank', 'serve-and-volley', 'winner', 'clear', 'lead', 'rusedski', 'won', 'hi', 'servic', 'game', 'henman', 'took', 'hi', 'match', 'point', 'servic', 'winner', 'secur', 'hi', 'place', 'second', 'round', 'dubai', 'time', 'year', 'wa', 'match', 'pair', 'year', 'henman', 'lost', 'rusedski', 'year', 'ago', 'hour', 'minut', 'pair', 'onli', 'face', 'court', 'rival', 'team-mat', 'henman', 'decid', 'retir', 'davi', 'cup', 'tenni', 'leav', 'rusedski', 'lead', 'team', 'israel', 'march', 'henman', 'face', 'russian', 'igor', 'andreev', 'admit', 'afterward', 'wa', 'difficult', 'come', 'hi', 'compatriot', 'fast', 'surfac', 'just', 'point', 'point', 'fight', 'stay', 'match', 'play', 'aggress', 'compet', 'chanc', 'recov', 'time', 'match', 'becaus', 'bodi', 'recov', 'quick', 'use', 'especi', 'hour', 'minut']",336,sports,bbc-data/sport/421.txt
1628,Moore questions captaincy,3,"['brian', 'moor', 'believ', 'england', 'captain', 'full-back', 'jason', 'robinson', 'ha', 'led', 'team', 'dure', 'open', 'defeat', 'nation', 'tournament', 'absenc', 'fly-half', 'jonni', 'wilkinson', 'world', 'champion', 'struggl', 'sinc', 'retir', 'captain', 'martin', 'johnson', 'lock', 'forward', 'england', 'captain', 'moor', 'told', 'full-back', 'far', 'away', 'action', 'reflect', 'robinson', 'person', 'just', 'think', 'point', 'influenc', 'need', 'closer', 'pack', 'game', 'usual', 'start', 'finish', 'moor', 'lack', 'cohes', 'forward', 'reason', 'whi', 'england', 'lost', 'wale', 'franc', 'ireland', 'thi', ""year'"", 'tournament', 'assert', 'pack', 'peopl', 'breakdown', 'explain', ""wer'"", 'quick', 'ball', 'mean', 'stifl', 'creativ', 'depend', 'quick', 'ball', 'injuri', 'depriv', 'key', 'player', 'wilkinson', 'coach', 'andi', 'robinson', 'ha', 'given', 'youngster', 'harri', 'elli', 'jami', 'noon', 'chanc', 'moor', 'believ', 'game', 'itali', 'scotland', 'good', 'opportun', 'experi', 'problem', 'player', 'replac', 'icon', 'lost', 'becaus', 'retir', 'injuri', 'requisit', 'experi', 'moor', 'anyth', 'play', 'player', 'knock', 'door', 'time', 'look', 'game', 'becaus', 'noth', 'season', 'greater', 'certainti', 'handl', 'pressur', 'intern', 'rugbi']",294,sports,bbc-data/sport/347.txt
1629,O'Connell rejects Lions rumours,4,"['ireland', 'munster', 'lock', 'paul', ""o'connel"", 'ha', 'dismiss', 'media', 'report', 'link', 'captainci', 'lion', 'tour', 'new', 'zealand', 'thi', 'summer', ""o'connel"", 'rumour', 'front-runn', 'job', 'total', 'focus', ""sunday'"", 'nation', 'crunch', 'clash', 'england', 'honestli', 'think', 'report', 'told', 'sport', 'lion', 'thing', 'specul', 'newspap', 'talk', 'noth', 'just', 'ignor', 'job', 'onli', 'thing', 'annoy', 'read', 'report', 'opposit', 'lock', 'think', 'just', 'imagin', 'thi', 'guy', 'second', 'row', 'play', 'thing', 'make', 'cring', ""o'connel"", 'try-scor', 'intern', 'debut', 'wale', 'year', 'ago', 'enjoy', 'hi', 'meteor', 'rise', ""rugby'"", 'shop', 'window', 'refus', 'drawn', 'lion', 'spoken', 'sir', 'clive', 'woodward', 'time', 'veri', 'long', 'certainli', 'noth', 'summer', 'holiday', 'joke', 'remain', 'wari', 'wound', ""england'"", 'abil', 'come', ""sunday'"", 'game', 'straight', 'defeat', 'dismiss', 'predict', 'certain', 'irish', 'victori', 'veri', 'danger', 'think', 'thi', 'england', 'team', 'ha', 'experi', 'skill', 'becom', 'bad', 'team', 'overnight', 'world', 'class', 'game-break', 'josh', 'lewsey', 'jason', 'robinson', 'charli', 'hodgson', 'just', 'readi', 'click', 'place', 'insist', 'ireland', 'make', 'mistak', 'over-confid', 'happen', 'squad', 'ireland', 'team', 'line', 'play', 'england', 'fall', 'trap', 'everi', 'time', 'play', 'england', 'know', 'big', 'task', 'look', 'did', 'year', 'ago', 'rememb', 'game', 'wa', 'good', 'feel', 'came', 'replac', 'lose', 'end', 'hammer', 'know', 'happen', 'england', 'come', 'dublin', 'easili', 'come', 'dublin', 'win', 'stare', 'grand', 'slam', 'face']",369,sports,bbc-data/sport/409.txt
1630,Dawson set for new Wasps contract,6,"['european', 'champion', 'wasp', 'set', 'offer', 'matt', 'dawson', 'new', 'deal', 'year-old', 'world', 'cup', 'win', 'scrum-half', 'ha', 'impress', 'sinc', 'join', 'london', 'northampton', 'thi', 'summer', 'one-year', 'contract', 'wasp', 'coach', 'warren', 'gatland', 'told', 'daili', 'mirror', 'offer', 'matt', 'new', 'contract', 'veri', 'happi', 'hi', 'contribut', 'think', 'good', 'play', 'anoth', 'coupl', 'year', 'dawson', 'play', 'vital', ""england'"", 'world', 'cup', 'win', 'year', 'ha', 'fallen', 'favour', 'new', 'coach', 'andi', 'robinson', 'miss', 'train', 'session', 'septemb', 'howev', 'hope', 'new', 'deal', 'help', 'regain', 'hi', 'england', 'place', 'rugbi', 'prioriti', 'burn', 'desir', 'play', 'best', 'rugbi', 'possibl', 'know', 'wa', 'given', 'chanc', 'play', 'england', 'know', 'fit', 'strong', 'skil']",168,sports,bbc-data/sport/390.txt
1631,Borders 19-20 Ulster,3,"['ulster', 'clung', 'morale-boost', 'celtic', 'leagu', 'win', 'club', 'border', 'netherdal', 'friday', 'night', 'late', 'tri', 'border', 'substitut', 'jonni', 'weston', 'set', 'dramat', 'finish', 'scottish', 'complet', 'fightback', 'ulster', 'led', 'tri', 'paul', 'steinmetz', 'bryn', 'cunningham', 'irish', 'provinc', 'fail', 'add', 'talli', 'second', 'half', 'end', 'reliev', 'win', 'lift', 'eighth', 'place', 'tabl', 'border', 'edg', 'ahead', 'sixth-minut', 'penalti', 'charli', 'hore', 'onli', 'hand', 'visitor', 'initi', 'gift', 'tri', 'calum', 'macra', 'surrend', 'possess', 'befor', 'centr', 'steinmetz', 'sent', 'chip', 'danger', 'zone', 'substitut', 'joe', 'pattison', 'come', 'injur', 'gareth', 'morton', 'wrongli', 'thought', 'ball', 'wa', 'trickl', 'play', 'eas', 'chase', 'speedi', 'steinmetz', 'idea', 'race', 'vital', 'touch', 'nick', 'time', 'adam', 'larkin', 'easi', 'convers', 'alli', 'warnock', 'claw', 'point', 'border', 'soon', 'hit', 'anoth', 'double-blow', 'mark', 'blair', 'wa', 'yellow', 'card', 'kill', 'ball', 'ground', 'full-back', 'cunningham', 'bag', 'second', 'touchdown', 'wake', 'fine', 'work', 'skipper', 'andi', 'ward', 'larkin', 'extra', 'wors', 'wa', 'come', 'border', 'larkin', 'kick', 'penalti', 'just', 'befor', 'break', 'second', 'led', 'kelli', 'brown', 'sin-bin', 'host', 'gave', 'themselv', 'glimmer', 'hope', 'immedi', 'restart', 'howev', 'warnock', 'struck', 'penalti', 'end', 'repeat', 'feat', 'set', 'tens', 'final', 'ulster', 'coach', 'mark', 'mccall', 'wa', 'delight', 'victori', 'border', 'tougher', 'proposit', 'thi', 'year', 'spite', 'fact', 'victori', 'time', 'mccall', 'minut', 'edgi', 'second', 'minut', 'play', 'best', 'rugbi', 'thi', 'season', 'score', 'good', 'tri', 'morton', 'moffat', 'macra', 'hore', 'berthinussen', 'warnock', 'moor', 'thomson', 'ford', 'dougla', 'blair', 'stewart', 'gray', 'brown', 'mcente', 'kay', 'parr', 'mcgee', 'rennick', 'weston', 'millar', 'pattison', 'cunningham', 'maxwel', 'bell', 'steinmetz', 'howe', 'larkin', 'campbel', 'best', 'shield', 'moor', 'frost', 'mccullough', 'ward', 'feather', 'best', 'bradi', 'mccormick', 'longwel', 'brown', 'doak', 'young', 'bow', 'phil', 'fear', 'wru']",403,sports,bbc-data/sport/384.txt
1632,Owen delighted with Real display,5,"['michael', 'owen', 'revel', 'hi', 'return', 'real', 'madrid', 'start', 'line-up', 'inspir', 'win', 'real', 'beti', 'wednesday', 'score', 'goal', 'happi', 'play', 'game', 'start', 'felt', 'good', 'game', 'obviou', 'happi', 'score', 'anoth', 'goal', 'peopl', 'talk', 'lot', 'perform', 'think', 'month', 'good', 'veri', 'good', 'owen', 'start', 'hi', 'success', 'la', 'liga', 'match', 'convert', 'low', 'cross', 'santiago', 'solari', 'robert', 'carlo', 'break', 'smash', 'home', 'indirect', 'free-kick', 'midfield', 'edu', 'reduc', 'deficit', 'half-tim', 'ivan', 'helguera', 'head', 'past', 'keeper', 'antonio', 'dobla', 'seal', 'victori', 'hi', 'team', 'victori', 'took', 'real', 'point', 'leader', 'barcelona', 'owen', 'confid', 'real', 'close', 'gap', 'sever', 'chanc', 'beti', 'think', 'touch', 'barcelona', 'onli', 'point', 'barcelona', 'noth', 'beat', 'bernabeu', 'april', 'just', 'owen', 'ha', 'score', 'leagu', 'goal', ""real'"", 'scorer', 'ronaldo', 'real', 'lost', 'previou', 'leagu', 'game']",227,sports,bbc-data/sport/151.txt
1633,Downing injury mars Uefa victory,5,"['middlesbrough', 'boss', 'steve', 'mcclaren', 'hope', 'stewart', 'did', 'damag', 'hi', 'hamstr', 'dure', 'uefa', 'cup', 'win', 'graz', 'ak', 'winger', 'wa', 'carri', 'stretcher', 'close', 'stage', 'boro', 'book', 'place', 'mcclaren', 'stewart', 'ha', 'tweak', 'hamstr', 'blow', 'assess', 'morn', 'delight', 'match', 'result', 'sport', 'win', 'ugli', 'certainli', 'did', 'mcclaren', 'wa', 'reliev', 'make', 'tough', 'encount', 'riversid', 'fair', 'graz', 'gameplan', 'knock', 'ball', 'forward', 'especi', 'half', 'struggl', 'deal', 'second', 'half', 'better', 'wa', 'frustrat', 'becaus', 'got', 'goal', 'slip', 'boro', 'face', 'sport', 'lisbon', 'place', 'quarter-fin', 'portugues', 'saw', 'feyenoord', 'thursday', 'mcclaren', 'sport', 'technic', 'veri', 'good', 'portugues', 'alway', 'journey', 'goe', 'magnific', 'stadium', 'game', 'look', 'forward', 'goalscor', 'jimmi', 'floyd', 'hasselbaink', 'particularli', 'beauti', 'match', 'watch', 'difficult', 'play', 'need', 'littl', 'bit', 'luck', 'think', 'got', 'shot', 'went', 'leg', 'goalkeep', 'play', 'holland', 'littl', 'bit', 'special', 'portug', 'play', 'lad', 'play', 'boavista']",300,sports,bbc-data/sport/145.txt
1634,Blackburn v Burnley,3,"['ewood', 'park', 'tuesday', 'march', 'gmt', 'howard', 'webb', 'south', 'yorkshir', 'home', 'leicest', 'quarter-fin', 'defend', 'andi', 'todd', 'suspend', 'replac', 'domin', 'matteo', 'recov', 'hamstr', 'injuri', 'burnley', 'major', 'injuri', 'concern', 'frank', 'sinclair', 'john', 'mcgreal', 'michael', 'duff', 'look', 'set', 'continu', 'right-back', 'john', 'oster', 'midfield', 'micah', 'hyde', 'expect', 'recov', 'knee', 'injuri', 'blackburn', 'boss', 'mark', 'hugh', 'burnley', 'resolut', 'individu', 'talent', 'fulli', 'expect', 'progress', 'thought', 'comfort', 'game', 'thought', 'pressur', 'competit', 'want', 'progress', 'okay', 'beat', 'burnley', 'home', 'tie', 'anoth', 'lower', 'leagu', 'club', 'leicest', 'burnley', 'boss', 'steve', 'cotteril', 'fresh', 'tire', 'honest', 'opinion', 'lad', 'just', 'abl', 'themselv', 'big', 'game', 'atmospher', 'game', 'wa', 'veri', 'hot', 'good', 'verbal', 'contest', 'fan', 'need', 'whip', 'thi', 'game', 'just', 'want', 'help', 'posit', 'way', 'key', 'match', 'stat', 'blackburn', 'rover', 'bolton', 'east', 'lancashir', 'hotpot', 'turn', 'spici', 'stage', 'sunday', 'lunchtim', 'weekend', 'befor', 'result', 'scrappi', 'goalless', 'draw', 'rover', 'aim', 'win', 'cup', 'seventh', 'time', 'histori', 'time', 'year', 'face', 'anoth', 'replay', 'championship', 'opposit', 'eventu', 'dispos', 'cardiff', 'ewood', 'park', 'round', 'beaten', 'competit', 'club', 'outsid', 'premiership', 'year', 'sinc', 'ipswich', 'second', 'tier', 'defeat', 'extra', 'time', 'round', 'replay', 'ewood', 'park', 'januari', 'histori', 'rover', 'met', 'near', 'neighbour', 'fa', 'cup', 'year', 'ago', 'requir', 'ewood', 'park', 'replay', 'home', 'won', 'met', 'leagu', 'rover', 'did', 'doubl', 'won', 'nationwid', 'divis', 'trip', 'turf', 'moor', 'season', 'ago', 'thrash', 'claret', 'home', 'soil', 'manag', 'mark', 'hugh', 'won', 'cup', 'time', 'player', 'aim', 'steer', 'rover', 'quarter-fin', 'second', 'time', 'year', 'time', 'sinc', 'season', 'success', 'victori', 'home', 'leicest', 'round', 'rover', 'semi-fin', 'play', 'premiership', 'opposit', 'burnley', 'make', 'mile', 'journey', 'fierc', 'rival', 'determin', 'send', 'blackburn', 'way', 'liverpool', 'round', 'fail', 'pull', 'anoth', 'shock', 'turf', 'moor', 'championship', 'outfit', 'place', 'inferior', 'leagu', 'ladder', 'miss', 'best', 'opportun', 'burnley', 'conced', 'goal', 'thi', 'cup', 'run', 'steve', 'cotteril', 'claret', 'knock', 'fifth', 'round', 'time', 'seven', 'year', 'onli', 'appear', 'sixth', 'round', 'year', 'wa', 'season', 'befor', 'dispos', 'premiership', 'fulham', 'thi', 'fifth', 'round', 'stage', 'blackburn', 'play', 'sinc', 'fifth', 'round', 'tie', 'burnley', 'leagu', 'outing', 'away', 'home', 'draw', 'derbi', 'lose', 'preston', 'winless', 'run', 'game', 'combat', 'one-tim', 'prosper', 'town', 'founder', 'member', 'footbal', 'leagu', 'head', 'head', 'th', 'prem', 'winner', 'time', 'th', 'championship', 'winner', 'onc']",659,sports,bbc-data/sport/179.txt
